revision;file;nodeIdentifier1;nodeIdentifier2
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private int successful;private int successful
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private Failure[] failures ;private Failure[] failures 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public ShardInfo() ;public ShardInfo() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public ShardInfo(int total, int successful, Failure... failures) ;public ShardInfo(int total, int successful, Failure... failures) 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public int getTotal() ;public int getTotal() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public int getSuccessful() ;public int getSuccessful() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public int getFailed() ;public int getFailed() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public Failure[] getFailures() ;public Failure[] getFailures() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public RestStatus status() ;public RestStatus status() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;@Override        public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException ;@Override        public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;@Override        public String toString() ;@Override        public String toString() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public static ShardInfo readShardInfo(StreamInput in) throws IOException ;public static ShardInfo readShardInfo(StreamInput in) throws IOException 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;    public static class Failure implements ShardOperationFailedException, ToXContent ;    public static class Failure implements ShardOperationFailedException, ToXContent 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private String index;private String index
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private int shardId;private int shardId
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private String nodeId;private String nodeId
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private Throwable cause;private Throwable cause
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private RestStatus status;private RestStatus status
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private boolean primary;private boolean primary
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public Failure(String index, int shardId, @Nullable String nodeId, Throwable cause, RestStatus status, boolean primary) ;public Failure(String index, int shardId, @Nullable String nodeId, Throwable cause, RestStatus status, boolean primary) 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;Failure() ;Failure() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;@Override            public String index() ;@Override            public String index() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;@Override            public int shardId() ;@Override            public int shardId() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;@Nullable            public String nodeId() ;@Nullable            public String nodeId() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;@Override            public String reason() ;@Override            public String reason() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;@Override            public Throwable getCause() ;@Override            public Throwable getCause() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;public boolean primary() ;public boolean primary() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;      private static class Fields ;    private static class Fields 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString _INDEX ;private static final XContentBuilderString _INDEX 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString _SHARD ;private static final XContentBuilderString _SHARD 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString _NODE ;private static final XContentBuilderString _NODE 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString REASON ;private static final XContentBuilderString REASON 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString STATUS ;private static final XContentBuilderString STATUS 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString PRIMARY ;private static final XContentBuilderString PRIMARY 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString _SHARDS ;private static final XContentBuilderString _SHARDS 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString TOTAL ;private static final XContentBuilderString TOTAL 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString SUCCESSFUL ;private static final XContentBuilderString SUCCESSFUL 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString PENDING ;private static final XContentBuilderString PENDING 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString FAILED ;private static final XContentBuilderString FAILED 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a.revisions;/core/src/main/java/org/elasticsearch/action/ReplicationResponse.java;private static final XContentBuilderString FAILURES ;private static final XContentBuilderString FAILURES 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_a8382de_afcaa59/rev_a8382de-afcaa59.revisions;/core/src/main/java/org/elasticsearch/action/index/IndexResponse.java;@Override    public RestStatus status() ;@Override    public RestStatus status() 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_a8382de_afcaa59/rev_a8382de-afcaa59.revisions;/core/src/main/java/org/elasticsearch/action/index/IndexResponse.java;@Override    public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException ;@Override    public XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_04681ef_bbeb09e/rev_04681ef-bbeb09e.revisions;/core/src/main/java/org/elasticsearch/search/suggest/phrase/PhraseSuggestParser.java;@Override    public SuggestionSearchContext.SuggestionContext parse(XContentParser parser, QueryShardContext shardContext) throws IOException ;@Override    public SuggestionSearchContext.SuggestionContext parse(XContentParser parser, QueryShardContext shardContext) throws IOException 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_04681ef_bbeb09e/rev_04681ef-bbeb09e.revisions;/core/src/main/java/org/elasticsearch/search/suggest/SuggestContextParser.java;SuggestionSearchContext.SuggestionContext parse(XContentParser parser, QueryShardContext shardContext) throws IOException;SuggestionSearchContext.SuggestionContext parse(XContentParser parser, QueryShardContext shardContext) throws IOException
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_04681ef_bbeb09e/rev_04681ef-bbeb09e.revisions;/core/src/main/java/org/elasticsearch/search/suggest/term/TermSuggestParser.java;@Override    public SuggestionSearchContext.SuggestionContext parse(XContentParser parser, QueryShardContext shardContext) throws IOException ;@Override    public SuggestionSearchContext.SuggestionContext parse(XContentParser parser, QueryShardContext shardContext) throws IOException 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_7c8cdf4_b8227a7/rev_7c8cdf4-b8227a7.revisions;/core/src/main/java/org/elasticsearch/index/shard/IllegalIndexShardStateException.java;public IllegalIndexShardStateException(ShardId shardId, IndexShardState currentState, String msg, Object... args) ;public IllegalIndexShardStateException(ShardId shardId, IndexShardState currentState, String msg, Object... args) 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_7c8cdf4_b8227a7/rev_7c8cdf4-b8227a7.revisions;/core/src/main/java/org/elasticsearch/index/shard/IllegalIndexShardStateException.java;public IllegalIndexShardStateException(ShardId shardId, IndexShardState currentState, String msg, Throwable ex, Object... args) ;public IllegalIndexShardStateException(ShardId shardId, IndexShardState currentState, String msg, Throwable ex, Object... args) 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_c809671_85402d5/rev_c809671-85402d5.revisions;/core/src/main/java/org/elasticsearch/index/mapper/ParsedDocument.java;private final String id;private final String id, type
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_e556c28_e168b3b/rev_e556c28-e168b3b.revisions;/core/src/main/java/org/elasticsearch/search/aggregations/bucket/range/date/DateRangeAggregatorFactory.java;public DateRangeAggregatorFactory(String name, Type type, ValuesSourceConfig<Numeric> config, Range[] ranges, boolean keyed,            Factory<?, ?> rangeFactory, AggregationContext context, AggregatorFactory<?> parent,            AggregatorFactories.Builder subFactoriesBuilder, Map<String, Object> metaData) throws IOException ;public DateRangeAggregatorFactory(String name, Type type, ValuesSourceConfig<Numeric> config, Range[] ranges, boolean keyed,            Factory<?, ?> rangeFactory, AggregationContext context, AggregatorFactory<?> parent,            AggregatorFactories.Builder subFactoriesBuilder, Map<String, Object> metaData) throws IOException 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_e556c28_e168b3b/rev_e556c28-e168b3b.revisions;/core/src/main/java/org/elasticsearch/search/aggregations/bucket/range/RangeAggregatorFactory.java;public RangeAggregatorFactory(String name, Type type, ValuesSourceConfig<Numeric> config, Range[] ranges, boolean keyed,            Factory<?, ?> rangeFactory, AggregationContext context, AggregatorFactory<?> parent,            AggregatorFactories.Builder subFactoriesBuilder, Map<String, Object> metaData) throws IOException ;public RangeAggregatorFactory(String name, Type type, ValuesSourceConfig<Numeric> config, Range[] ranges, boolean keyed,            Factory<?, ?> rangeFactory, AggregationContext context, AggregatorFactory<?> parent,            AggregatorFactories.Builder subFactoriesBuilder, Map<String, Object> metaData) throws IOException 
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_ce6f6d3_6174e21/rev_ce6f6d3-6174e21.revisions;/core/src/main/java/org/elasticsearch/search/aggregations/metrics/tophits/TopHitsAggregatorFactory.java;public TopHitsAggregatorFactory(String name, Type type, int from, int size, boolean explain, boolean version, boolean trackScores,            List<SortBuilder<?>> sorts, HighlightBuilder highlightBuilder, StoredFieldsContext storedFieldsContext,            List<String> docValueFields, List<ScriptFieldsContext.ScriptField> scriptFields, FetchSourceContext fetchSourceContext,            AggregationContext context, AggregatorFactory<?> parent, AggregatorFactories.Builder subFactories, Map<String, Object> metaData)            throws IOException ;public TopHitsAggregatorFactory(String name, Type type, int from, int size, boolean explain, boolean version, boolean trackScores,            List<SortBuilder<?>> sorts, HighlightBuilder highlightBuilder, StoredFieldsContext storedFieldsContext,            List<String> docValueFields, List<ScriptFieldsContext.ScriptField> scriptFields, FetchSourceContext fetchSourceContext,            AggregationContext context, AggregatorFactory<?> parent, AggregatorFactories.Builder subFactories,            Map<String, Object> metaData) throws IOException 
