revision;totalFiles;nonJavaFiles;nonJavaEqualFiles;nonJavaMergedFiles;nonJavaFilesConfs;javaFiles;javaEqualFiles;javaMergedFiles;badParsedFiles;javaFilesConfsSS;javaFilesConfsUN;javaEqualConfs;mergeTime
/experiment_results/projects/async-http-client/revisions/rev_5ad1842_99e10eb/rev_5ad1842-99e10eb.revisions;667;337;0;337;2;330;330;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_c9b680e_ce0e245/rev_c9b680e-ce0e245.revisions;747;336;0;336;2;411;411;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_9af2694_c087476/rev_9af2694-c087476.revisions;747;336;0;336;2;411;411;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_1404672_fd2ecfd/rev_1404672-fd2ecfd.revisions;752;336;0;336;2;416;416;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_252e7bf_736f257/rev_252e7bf-736f257.revisions;779;335;0;335;2;444;444;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_67e9bc7_358a58e/rev_67e9bc7-358a58e.revisions;779;335;0;335;2;444;444;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_22ac9b4_75c9d22/rev_22ac9b4-75c9d22.revisions;781;335;0;335;2;446;446;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_0231cbf_ee8e7d2/rev_0231cbf-ee8e7d2.revisions;781;335;0;335;2;446;446;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_c717f06_2326e09/rev_c717f06-2326e09.revisions;782;335;0;335;2;447;447;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_6a7dec8_3af32fa/rev_6a7dec8-3af32fa.revisions;797;335;0;335;2;462;462;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_e4c5c77_0f76156/rev_e4c5c77-0f76156.revisions;708;324;0;324;2;384;384;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_2d6b22a_81383ff/rev_2d6b22a-81383ff.revisions;709;324;0;324;2;385;385;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_4d3a146_ed9f9b3/rev_4d3a146-ed9f9b3.revisions;708;324;0;324;2;384;384;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_0f30a10_d7fc5ee/rev_0f30a10-d7fc5ee.revisions;709;324;0;324;2;385;385;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_f4ad6ad_7fbefe3/rev_f4ad6ad-7fbefe3.revisions;709;324;0;324;2;385;385;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_802cf25_618cc06/rev_802cf25-618cc06.revisions;714;324;0;324;2;390;390;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_3ac39be_55f8e7c/rev_3ac39be-55f8e7c.revisions;714;324;0;324;2;390;390;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_a3444e5_1eb2d1d/rev_a3444e5-1eb2d1d.revisions;714;324;0;324;2;390;390;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_5a21fcf_30d893a/rev_5a21fcf-30d893a.revisions;712;324;0;324;2;388;388;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_840dbb2_2fd0f67/rev_840dbb2-2fd0f67.revisions;722;324;0;324;2;398;398;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_d55e167_4e2d2c4/rev_d55e167-4e2d2c4.revisions;722;324;0;324;2;398;398;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_9588664_dde2376/rev_9588664-dde2376.revisions;724;324;0;324;2;400;400;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_608972c_90b561e/rev_608972c-90b561e.revisions;724;324;0;324;2;400;400;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_db40594_ba9723b/rev_db40594-ba9723b.revisions;738;324;0;324;2;414;414;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_c0ecce0_3df41bf/rev_c0ecce0-3df41bf.revisions;724;324;0;324;2;400;400;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_595a061_2ae3bcf/rev_595a061-2ae3bcf.revisions;738;324;0;324;2;414;414;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_90b561e_c9b5391/rev_90b561e-c9b5391.revisions;738;324;0;324;2;414;414;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_c9b5391_bbdc1b3/rev_c9b5391-bbdc1b3.revisions;738;324;0;324;2;414;414;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_3c9152e_d6a16a5/rev_3c9152e-d6a16a5.revisions;741;324;0;324;2;417;417;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_285c2f8_8e4d787/rev_285c2f8-8e4d787.revisions;741;324;0;324;2;417;417;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_63c5141_bdaddbc/rev_63c5141-bdaddbc.revisions;741;324;0;324;2;417;417;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_9aba8ca_54869e7/rev_9aba8ca-54869e7.revisions;741;324;0;324;2;417;417;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_3b4aa0c_aaf7c17/rev_3b4aa0c-aaf7c17.revisions;741;324;0;324;2;417;417;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_2eeb0e2_77be69e/rev_2eeb0e2-77be69e.revisions;738;324;0;324;2;414;414;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_01e61a1_df6ed70/rev_01e61a1-df6ed70.revisions;745;324;0;324;2;421;421;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_1a3c9a9_26b5883/rev_1a3c9a9-26b5883.revisions;746;324;0;324;2;422;422;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_c04abac_c5e9d8f/rev_c04abac-c5e9d8f.revisions;746;324;0;324;2;422;422;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_d677d01_7ac0ecd/rev_d677d01-7ac0ecd.revisions;745;324;0;324;2;421;419;2;0;0;2;0;21
/experiment_results/projects/async-http-client/revisions/rev_6233657_e89c646/rev_6233657-e89c646.revisions;746;324;0;324;2;422;422;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_ecb374a_b11c7e3/rev_ecb374a-b11c7e3.revisions;749;324;0;324;2;425;424;1;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_cdd9574_b175f06/rev_cdd9574-b175f06.revisions;759;328;0;328;2;431;429;2;0;0;2;0;21
/experiment_results/projects/async-http-client/revisions/rev_fc44623_ee816f0/rev_fc44623-ee816f0.revisions;760;328;0;328;2;432;432;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_2572b35_9ca6a38/rev_2572b35-9ca6a38.revisions;762;328;0;328;2;434;434;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_19d8be8_d31503a/rev_19d8be8-d31503a.revisions;761;328;0;328;2;433;433;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_77589fd_d663dfb/rev_77589fd-d663dfb.revisions;761;328;0;328;2;433;433;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_39c696c_be2a6e6/rev_39c696c-be2a6e6.revisions;761;328;0;328;2;433;433;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_173ff5d_d05f0cf/rev_173ff5d-d05f0cf.revisions;762;328;0;328;2;434;434;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_f95a4e3_ff8ccc4/rev_f95a4e3-ff8ccc4.revisions;762;328;0;328;2;434;434;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_7e0d370_baa5788/rev_7e0d370-baa5788.revisions;764;328;0;328;2;436;436;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_9802ce7_15e4e65/rev_9802ce7-15e4e65.revisions;886;341;0;341;2;545;545;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_3231440_e1cb146/rev_3231440-e1cb146.revisions;886;341;0;341;2;545;545;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_87eb353_cb4fe6e/rev_87eb353-cb4fe6e.revisions;769;330;0;330;2;439;439;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_9cb79fe_177c34a/rev_9cb79fe-177c34a.revisions;787;330;0;330;2;457;437;0;20;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_a84e03b_24deb70/rev_a84e03b-24deb70.revisions;770;330;0;330;2;440;440;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_1b7c9e1_09e19db/rev_1b7c9e1-09e19db.revisions;770;330;0;330;2;440;440;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_24deb70_adc0354/rev_24deb70-adc0354.revisions;770;330;0;330;2;440;440;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_adc0354_00f9f65/rev_adc0354-00f9f65.revisions;770;330;0;330;2;440;440;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_0ec7a5c_d7fdb38/rev_0ec7a5c-d7fdb38.revisions;770;330;0;330;2;440;440;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_fa2c4b6_251cb18/rev_fa2c4b6-251cb18.revisions;775;330;0;330;2;445;434;5;6;1;49;1;21
/experiment_results/projects/async-http-client/revisions/rev_281cd4e_16997aa/rev_281cd4e-16997aa.revisions;760;312;0;312;2;448;448;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_782f365_b00f35f/rev_782f365-b00f35f.revisions;763;312;0;312;2;451;447;0;4;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_a941ebd_aa1afe0/rev_a941ebd-aa1afe0.revisions;761;312;0;312;2;449;449;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_19d157a_16c040d/rev_19d157a-16c040d.revisions;761;312;0;312;2;449;449;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_f4d0faa_13b75ef/rev_f4d0faa-13b75ef.revisions;762;312;0;312;2;450;450;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_1bd2a25_a456436/rev_1bd2a25-a456436.revisions;762;312;0;312;2;450;450;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_bfef2b3_6d288b0/rev_bfef2b3-6d288b0.revisions;763;312;0;312;2;451;451;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_b5613c9_a2521fa/rev_b5613c9-a2521fa.revisions;763;312;0;312;2;451;451;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_47ae1e3_3ab8643/rev_47ae1e3-3ab8643.revisions;763;312;0;312;2;451;451;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_afa7418_dbd3971/rev_afa7418-dbd3971.revisions;767;312;0;312;2;455;455;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_e8060d1_6875ff2/rev_e8060d1-6875ff2.revisions;764;313;0;313;2;451;451;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_83ed98e_71c658c/rev_83ed98e-71c658c.revisions;768;313;0;313;2;455;455;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_a83c79e_6475545/rev_a83c79e-6475545.revisions;780;313;0;313;2;467;467;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_fddb637_0207f0a/rev_fddb637-0207f0a.revisions;575;290;0;290;2;285;285;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_34564c2_ebdc1fe/rev_34564c2-ebdc1fe.revisions;575;290;0;290;2;285;285;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_5b0cdc5_506c073/rev_5b0cdc5-506c073.revisions;578;291;0;291;2;287;287;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_99e4818_ba98d83/rev_99e4818-ba98d83.revisions;588;291;0;291;2;297;297;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_e17f8d9_6213e61/rev_e17f8d9-6213e61.revisions;590;291;0;291;2;299;299;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_98c79b2_669db2b/rev_98c79b2-669db2b.revisions;596;291;0;291;2;305;305;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_572246c_7438fad/rev_572246c-7438fad.revisions;596;291;0;291;2;305;305;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_1b15655_ad3cdbf/rev_1b15655-ad3cdbf.revisions;603;291;0;291;2;312;312;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_4ad1727_ffdbe28/rev_4ad1727-ffdbe28.revisions;593;296;0;296;2;297;297;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_d7036d4_16293ee/rev_d7036d4-16293ee.revisions;682;296;0;296;2;386;386;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_fbc6d48_86948f6/rev_fbc6d48-86948f6.revisions;689;298;0;298;2;391;391;0;0;0;0;0;22
/experiment_results/projects/async-http-client/revisions/rev_3db03c3_7ad5b0c/rev_3db03c3-7ad5b0c.revisions;689;298;0;298;2;391;391;0;0;0;0;0;22
/experiment_results/projects/async-http-client/revisions/rev_7a4d0f4_766b4d6/rev_7a4d0f4-766b4d6.revisions;689;298;0;298;2;391;391;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_4c8b39a_d680ba2/rev_4c8b39a-d680ba2.revisions;689;298;0;298;2;391;391;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_b97ea44_a7e1be1/rev_b97ea44-a7e1be1.revisions;706;299;0;299;2;407;407;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_9bfe957_5cfb0be/rev_9bfe957-5cfb0be.revisions;706;299;0;299;2;407;407;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_45e074c_b53b43e/rev_45e074c-b53b43e.revisions;697;299;0;299;2;398;398;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_1e0ac60_23a7306/rev_1e0ac60-23a7306.revisions;708;299;0;299;2;409;409;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_6a3c91c_d80cfef/rev_6a3c91c-d80cfef.revisions;709;300;0;300;2;409;409;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_9d4599d_e83e96c/rev_9d4599d-e83e96c.revisions;710;300;0;300;2;410;410;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_67f1cd6_837e84a/rev_67f1cd6-837e84a.revisions;710;300;0;300;2;410;410;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_ebd014f_233bb20/rev_ebd014f-233bb20.revisions;710;300;0;300;2;410;410;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_d6d600a_f20d1e3/rev_d6d600a-f20d1e3.revisions;714;302;0;302;2;412;412;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_f09e5c8_2f95530/rev_f09e5c8-2f95530.revisions;714;302;0;302;2;412;412;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_82e1f6d_9bcb2d2/rev_82e1f6d-9bcb2d2.revisions;754;303;0;303;2;451;411;0;40;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_1b52e32_f6703be/rev_1b52e32-f6703be.revisions;718;302;0;302;2;416;416;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_7c8ecfe_0f4862f/rev_7c8ecfe-0f4862f.revisions;721;302;0;302;2;419;419;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_e3a1764_3f3b7c0/rev_e3a1764-3f3b7c0.revisions;721;302;0;302;2;419;419;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_ba16cfc_d72b89e/rev_ba16cfc-d72b89e.revisions;723;304;0;304;2;419;419;0;0;0;0;0;21
/experiment_results/projects/async-http-client/revisions/rev_d8f9f64_5f7089e/rev_d8f9f64-5f7089e.revisions;752;304;0;304;2;448;417;0;31;0;0;0;21
