revision;file;nodeIdentifier1;nodeIdentifier2
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_fcb529e_dc65cc0/rev_fcb529e-dc65cc0.revisions;/src/test/java/com/fasterxml/jackson/databind/jsontype/TestDefaultForArrays.java;public void testArraysOfArrays() throws Exception    ;public void testArraysOfArrays() throws Exception    
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_fcb529e_dc65cc0/rev_fcb529e-dc65cc0.revisions;/src/test/java/com/fasterxml/jackson/databind/jsontype/TestDefaultForArrays.java;protected void _testArraysAs(ObjectMapper mapper, String json, Class<?> type)        throws Exception    ;protected void _testArraysAs(ObjectMapper mapper, String json, Class<?> type)        throws Exception    
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/cfg/MapperConfig.java;public Base64Variant getBase64Variant() ;public Base64Variant getBase64Variant() 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/DeserializationConfig.java;@Override    public DeserializationConfig with(Base64Variant base64) ;@Override    public DeserializationConfig with(Base64Variant base64) 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java;public ObjectWriter writer(Base64Variant defaultBase64) ;public ObjectWriter writer(Base64Variant defaultBase64) 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java;public ObjectReader reader(Base64Variant defaultBase64) ;public ObjectReader reader(Base64Variant defaultBase64) 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/test/java/com/fasterxml/jackson/databind/ser/TestSimpleTypes.java;private final ObjectMapper MAPPER ;private final ObjectMapper MAPPER 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/test/java/com/fasterxml/jackson/databind/ser/TestSimpleTypes.java;public void testBase64Variants() throws Exception    ;public void testBase64Variants() throws Exception    
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/cfg/BaseSettings.java;protected final Base64Variant _defaultBase64;protected final Base64Variant _defaultBase64
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/cfg/BaseSettings.java;public BaseSettings(ClassIntrospector ci, AnnotationIntrospector ai,            VisibilityChecker<?> vc, PropertyNamingStrategy pns, TypeFactory tf,            TypeResolverBuilder<?> typer, DateFormat dateFormat, HandlerInstantiator hi,            Locale locale, TimeZone tz, Base64Variant defaultBase64)    ;public BaseSettings(ClassIntrospector ci, AnnotationIntrospector ai,            VisibilityChecker<?> vc, PropertyNamingStrategy pns, TypeFactory tf,            TypeResolverBuilder<?> typer, DateFormat dateFormat, HandlerInstantiator hi,            Locale locale, TimeZone tz, Base64Variant defaultBase64)    
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/cfg/BaseSettings.java;public BaseSettings with(Base64Variant base64) ;public BaseSettings with(Base64Variant base64) 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/cfg/BaseSettings.java;public Base64Variant getBase64Variant() ;public Base64Variant getBase64Variant() 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/test/java/com/fasterxml/jackson/databind/TestNamingStrategy.java;  // [Issue#45]: Support @JsonNaming  @JsonNaming(PrefixStrategy.class)  static class BeanWithPrefixNames ;  // [Issue#45]: Support @JsonNaming  @JsonNaming(PrefixStrategy.class)  static class BeanWithPrefixNames 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/test/java/com/fasterxml/jackson/databind/TestNamingStrategy.java;protected int a ;protected int a 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/test/java/com/fasterxml/jackson/databind/TestNamingStrategy.java;public int getA() ;public int getA() 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/test/java/com/fasterxml/jackson/databind/TestNamingStrategy.java;public void setA(int value) ;public void setA(int value) 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/test/java/com/fasterxml/jackson/databind/TestNamingStrategy.java;public void testPerClassAnnotation() throws Exception    ;public void testPerClassAnnotation() throws Exception    
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/ObjectReader.java;public ObjectReader with(Base64Variant defaultBase64) ;public ObjectReader with(Base64Variant defaultBase64) 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/ObjectReader.java;protected ObjectReader _with(DeserializationConfig newConfig) ;protected ObjectReader _with(DeserializationConfig newConfig) 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/annotation/JsonNaming.java;/** * Annotation that can be used to indicate a ;/** * Annotation that can be used to indicate a 
/home/ramdisk/experiment1/projects/jackson-databind/revisions/rev_8d2cdd7_2a4f66b/rev_8d2cdd7-2a4f66b.revisions;/src/main/java/com/fasterxml/jackson/databind/annotation/JsonNaming.java;@Target(;@Target(
